Date,24HPass,3DPass,7DPass,Trips,Miles,Year,Month,Day,MonthYear,revenue,LogTrips
2014-02-06,25.0,0.0,9.0,8227,12.640999999999998,2014,2,6,2014-02-01,473.75,9.01517670716893
2014-02-07,36.0,0.0,5.0,9473,14.206,2014,2,7,2014-02-01,483.2,9.156200925875535
2014-02-08,71.0,0.0,1.0,6640,9.563,2014,2,8,2014-02-01,731.4499999999999,8.80086724247048
2014-02-09,47.0,0.0,6.0,5527,7.806,2014,2,9,2014-02-01,617.65,8.617400451833262
2014-02-10,16.0,0.0,3.0,7643,10.867,2014,2,10,2014-02-01,234.2,8.941545475242885
2014-02-11,22.0,0.0,4.0,9258,12.57,2014,2,11,2014-02-01,318.9,9.133243321591216
2014-02-12,24.0,0.0,3.0,9531,12.691,2014,2,12,2014-02-01,313.79999999999995,9.162304922937626
2014-02-13,3.0,0.0,1.0,978,1.725,2014,2,13,2014-02-01,54.849999999999994,6.885509670034818
2014-02-14,16.0,0.0,8.0,4029,6.586,2014,2,14,2014-02-01,359.2,8.301273485191347
2014-02-15,23.0,0.0,2.0,2512,3.834,2014,2,15,2014-02-01,278.85,7.828834527588089
2014-02-16,34.0,0.0,2.0,3362,5.063,2014,2,16,2014-02-01,388.29999999999995,8.120291313968561
2014-02-17,40.0,0.0,10.0,5433,8.226,2014,2,17,2014-02-01,648.0,8.600246746551523
2014-02-18,19.0,0.0,2.0,5727,8.392999999999999,2014,2,18,2014-02-01,239.04999999999998,8.652947112393857
2014-02-19,45.0,0.0,6.0,9485,14.086,2014,2,19,2014-02-01,597.75,9.157466882369114
2014-02-20,103.0,0.0,11.0,12971,18.707,2014,2,20,2014-02-01,1299.85,9.470471375340674
2014-02-21,59.0,0.0,8.0,9545,12.423,2014,2,21,2014-02-01,787.05,9.163772736159848
2014-02-22,730.0,0.0,31.0,14261,25.945,2014,2,22,2014-02-01,8038.499999999999,9.565283817736766
2014-02-23,666.0,0.0,35.0,14567,25.298,2014,2,23,2014-02-01,7501.7,9.586513975448948
2014-02-24,79.0,0.0,10.0,14119,19.238,2014,2,24,2014-02-01,1036.05,9.555276687009526
2014-02-25,50.0,0.0,14.0,14003,17.699,2014,2,25,2014-02-01,847.5,9.547026871355778
2014-02-26,35.0,0.0,7.0,12168,15.039,2014,2,26,2014-02-01,523.25,9.406564833939129
2014-02-27,54.0,0.0,10.0,13138,16.042,2014,2,27,2014-02-01,787.3,9.483264073452418
2014-02-28,46.0,0.0,12.0,10483,13.017,2014,2,28,2014-02-01,757.7,9.257510176452573
2014-03-01,255.0,0.0,11.0,9944,14.364,2014,3,1,2014-03-01,2812.25,9.204724633190548
2014-03-02,196.0,0.0,12.0,9017,12.288,2014,3,2,2014-03-01,2250.2,9.106866963499908
2014-03-03,44.0,0.0,3.0,8618,12.02,2014,3,3,2014-03-01,512.8,9.061608318175784
2014-03-04,36.0,0.0,11.0,11494,14.473,2014,3,4,2014-03-01,633.2,9.349580439067687
2014-03-05,90.0,0.0,13.0,14934,19.147,2014,3,5,2014-03-01,1220.5,9.611395771595648
2014-03-06,50.0,0.0,7.0,13758,17.12,2014,3,6,2014-03-01,672.5,9.52937575208596
2014-03-07,108.0,0.0,10.0,14736,19.809,2014,3,7,2014-03-01,1324.6,9.598048758495088
2014-03-08,1211.0,0.0,46.0,18119,34.814,2014,3,8,2014-03-01,13199.449999999999,9.804716390436107
2014-03-09,496.0,0.0,32.0,13300,20.468,2014,3,9,2014-03-01,5735.2,9.495519314209846
2014-03-10,206.0,0.0,30.0,18844,25.777,2014,3,10,2014-03-01,2799.7,9.843949839819931
2014-03-11,574.0,0.0,66.0,26436,41.688,2014,3,11,2014-03-01,7361.299999999999,10.182481996590344
2014-03-12,153.0,0.0,21.0,16273,21.803,2014,3,12,2014-03-01,2047.35,9.697262571660614
2014-03-13,55.0,0.0,7.0,12164,15.663,2014,3,13,2014-03-01,722.25,9.406236048797256
2014-03-14,209.0,0.0,14.0,17745,23.539,2014,3,14,2014-03-01,2429.5499999999997,9.783859065080597
2014-03-15,1316.0,0.0,54.0,19664,35.302,2014,3,15,2014-03-01,14444.199999999999,9.886544831805816
2014-03-16,274.0,0.0,31.0,10740,16.054000000000002,2014,3,16,2014-03-01,3501.2999999999997,9.281730368062856
2014-03-17,106.0,0.0,19.0,13681,17.722,2014,3,17,2014-03-01,1529.6999999999998,9.523763287920113
2014-03-18,181.0,0.0,30.0,18046,24.985,2014,3,18,2014-03-01,2550.95,9.800679332554447
2014-03-19,87.0,0.0,19.0,14387,19.079,2014,3,19,2014-03-01,1340.65,9.574080300037034
2014-03-20,292.0,0.0,36.0,21299,31.018,2014,3,20,2014-03-01,3805.3999999999996,9.966415402238601
2014-03-21,386.0,0.0,26.0,22266,33.189,2014,3,21,2014-03-01,4490.7,10.010816130288653
2014-03-22,1525.0,0.0,55.0,21671,42.206,2014,3,22,2014-03-01,16548.75,9.983730240212331
2014-03-23,451.0,0.0,19.0,12846,19.105,2014,3,23,2014-03-01,4962.45,9.460787757817737
2014-03-24,105.0,0.0,20.0,14729,18.838,2014,3,24,2014-03-01,1544.75,9.597573618489543
2014-03-25,108.0,0.0,19.0,17388,22.135,2014,3,25,2014-03-01,1549.6,9.763535592108683
2014-03-26,91.0,0.0,16.0,15538,19.368,2014,3,26,2014-03-01,1305.4499999999998,9.651043915510366
2014-03-27,164.0,0.0,17.0,18166,25.302,2014,3,27,2014-03-01,2056.8,9.80730699406216
2014-03-28,255.0,0.0,29.0,20025,29.858,2014,3,28,2014-03-01,3262.25,9.90473677193656
2014-03-29,142.0,0.0,0.0,4870,6.546,2014,3,29,2014-03-01,1412.8999999999999,8.490849216076635
2014-03-30,209.0,0.0,15.0,8645,13.365,2014,3,30,2014-03-01,2454.5499999999997,9.064736398117391
2014-03-31,276.0,0.0,47.0,18686,26.78,2014,3,31,2014-03-01,3921.2,9.835529859352901
2014-04-01,475.0,0.0,67.0,26163,40.978,2014,4,1,2014-04-01,6401.25,10.172101477895096
2014-04-02,237.0,0.0,33.0,24299,35.54,2014,4,2,2014-04-01,3183.1499999999996,10.098190476218488
2014-04-03,596.0,0.0,63.0,28379,44.649,2014,4,3,2014-04-01,7505.2,10.25340471401148
2014-04-04,103.0,0.0,10.0,13593,17.644000000000005,2014,4,4,2014-04-01,1274.85,9.517310233335248
2014-04-05,1221.0,0.0,42.0,20333,36.797,2014,4,5,2014-04-01,13198.949999999999,9.920000460910341
2014-04-06,1641.0,0.0,62.0,22643,45.575,2014,4,6,2014-04-01,17877.949999999997,10.027606032372521
2014-04-07,159.0,0.0,36.0,15869,21.9,2014,4,7,2014-04-01,2482.05,9.672122799562842
2014-04-08,369.0,0.0,44.0,23636,34.85,2014,4,8,2014-04-01,4771.549999999999,10.070526252465566
2014-04-09,447.0,0.0,57.0,29194,45.619,2014,4,9,2014-04-01,5872.65,10.281718487690524
2014-04-10,525.0,0.0,65.0,29722,46.023,2014,4,10,2014-04-01,6848.75,10.299642791318515
2014-04-11,632.0,0.0,83.0,29283,49.269,2014,4,11,2014-04-01,8363.4,10.284762421843075
2014-04-12,2710.0,0.0,89.0,29773,63.649,2014,4,12,2014-04-01,29189.499999999996,10.301357221522462
2014-04-13,2411.0,0.0,109.0,29521,65.74600000000001,2014,4,13,2014-04-01,26714.449999999997,10.292857153479407
2014-04-14,993.0,0.0,114.0,31732,57.307,2014,4,14,2014-04-01,12730.349999999999,10.365080914421894
2014-04-15,73.0,0.0,19.0,11370,14.639,2014,4,15,2014-04-01,1201.35,9.338733586744581
2014-04-16,279.0,0.0,50.0,21713,31.427,2014,4,16,2014-04-01,4026.0499999999997,9.985666438493771
2014-04-17,470.0,0.0,53.0,24190,36.642,2014,4,17,2014-04-01,6001.5,10.093694603604073
2014-04-18,628.0,0.0,60.0,22409,33.846,2014,4,18,2014-04-01,7748.599999999999,10.01721794286315
2014-04-19,2666.0,0.0,99.0,26541,59.46100000000001,2014,4,19,2014-04-01,29001.699999999997,10.186445986151496
2014-04-20,1639.0,0.0,84.0,20122,40.814,2014,4,20,2014-04-01,18408.05,9.909569022851995
2014-04-21,839.0,0.0,105.0,29618,50.57,2014,4,21,2014-04-01,10973.05,10.29613756359745
2014-04-22,560.0,0.0,58.0,29580,45.813,2014,4,22,2014-04-01,7022.0,10.294853736264791
2014-04-23,358.0,0.0,68.0,29341,44.26600000000001,2014,4,23,2014-04-01,5262.1,10.286741134279072
2014-04-24,646.0,0.0,95.0,30515,48.32899999999999,2014,4,24,2014-04-01,8802.7,10.325973644978596
2014-04-25,767.0,0.0,56.0,30299,49.915,2014,4,25,2014-04-01,9031.65,10.31886998765251
2014-04-26,1720.0,0.0,57.0,21785,42.75899999999999,2014,4,26,2014-04-01,18539.0,9.988976938551543
2014-04-27,1616.0,0.0,84.0,24093,46.188,2014,4,27,2014-04-01,18179.199999999997,10.089676620856572
2014-04-28,744.0,0.0,94.0,31279,51.168,2014,4,28,2014-04-01,9752.8,10.350702224838756
2014-04-29,160.0,0.0,24.0,20003,26.84,2014,4,29,2014-04-01,2192.0,9.903637541287253
2014-04-30,15.0,0.0,0.0,3093,3.572,2014,4,30,2014-04-01,149.25,8.03689677268507
2014-05-01,780.0,0.0,94.0,29448,51.32,2014,5,1,2014-05-01,10111.0,10.290381275058857
2014-05-02,1192.0,0.0,144.0,35590,60.514,2014,5,2,2014-05-01,15460.4,10.479819978504239
2014-05-03,2440.0,0.0,150.0,28254,61.95,2014,5,3,2014-05-01,28028.0,10.24899031947161
2014-05-04,1479.0,0.0,77.0,23450,43.926,2014,5,4,2014-05-01,16641.05,10.062625773874425
2014-05-05,842.0,0.0,127.0,33706,58.904,2014,5,5,2014-05-01,11552.9,10.425431142035965
2014-05-06,836.0,0.0,100.0,35977,62.455,2014,5,6,2014-05-01,10818.199999999999,10.490635124372883
2014-05-07,799.0,0.0,91.0,36210,58.617,2014,5,7,2014-05-01,10225.05,10.497090602759688
2014-05-08,303.0,0.0,20.0,19518,28.9,2014,5,8,2014-05-01,3514.85,9.879092395701406
2014-05-09,537.0,0.0,59.0,24990,37.118,2014,5,9,2014-05-01,6818.15,10.126231023828998
2014-05-10,1617.0,0.0,74.0,24179,44.945,2014,5,10,2014-05-01,17939.15,10.093239766820611
2014-05-11,2768.0,0.0,145.0,31551,71.587,2014,5,11,2014-05-01,31166.6,10.359360563188138
2014-05-12,935.0,0.0,124.0,35209,61.465,2014,5,12,2014-05-01,12403.25,10.469057010723345
2014-05-13,737.0,0.0,125.0,36281,59.20399999999999,2014,5,13,2014-05-01,10458.15,10.499049467245019
2014-05-14,586.0,0.0,75.0,33087,52.063,2014,5,14,2014-05-01,7705.7,10.406895734974256
2014-05-15,566.0,0.0,76.0,28847,45.347,2014,5,15,2014-05-01,7531.7,10.26976128039413
2014-05-16,218.0,0.0,22.0,19561,27.664,2014,5,16,2014-05-01,2719.1,9.881293067026359
2014-05-17,2968.0,0.0,141.0,33141,71.372,2014,5,17,2014-05-01,33056.6,10.408526465540385
2014-05-18,2476.0,0.0,124.0,30026,61.977,2014,5,18,2014-05-01,27736.199999999997,10.30981895197225
2014-05-19,914.0,0.0,124.0,34763,56.666,2014,5,19,2014-05-01,12194.3,10.456308881754136
2014-05-20,1145.0,0.0,141.0,38928,66.578,2014,5,20,2014-05-01,14917.75,10.569469065023304
2014-05-21,897.0,0.0,115.0,37493,61.069,2014,5,21,2014-05-01,11800.15,10.531909527867445
2014-05-22,470.0,0.0,40.0,26753,39.65,2014,5,22,2014-05-01,5676.5,10.194401895568575
2014-05-23,793.0,0.0,84.0,26895,42.128,2014,5,23,2014-05-01,9990.349999999999,10.199695674707343
2014-05-24,1532.0,0.0,105.0,18503,35.805,2014,5,24,2014-05-01,17868.4,9.825688160081716
2014-05-25,3535.0,0.0,144.0,28266,68.798,2014,5,25,2014-05-01,38773.25,10.249414947928097
2014-05-26,3095.0,0.0,143.0,29819,70.712,2014,5,26,2014-05-01,34370.25,10.302901053215857
2014-05-27,1196.0,0.0,162.0,36165,63.451,2014,5,27,2014-05-01,15950.199999999999,10.495847079283381
2014-05-28,533.0,0.0,79.0,32666,49.67,2014,5,28,2014-05-01,7278.349999999999,10.394090060613085
2014-05-29,930.0,0.0,108.0,37184,60.222,2014,5,29,2014-05-01,11953.5,10.523633840211582
2014-05-30,1191.0,0.0,118.0,37875,65.24,2014,5,30,2014-05-01,14800.449999999999,10.54204654281167
2014-05-31,2305.0,0.0,129.0,30659,61.976000000000006,2014,5,31,2014-05-01,26159.75,10.330681536107859
2014-06-01,2912.0,0.0,168.0,34597,75.594,2014,6,1,2014-06-01,33174.399999999994,10.45152225208439
2014-06-02,1099.0,0.0,150.0,38143,68.186,2014,6,2,2014-06-01,14685.05,10.549097533638411
2014-06-03,702.0,0.0,119.0,32504,52.767,2014,6,3,2014-06-01,9959.9,10.389118437667562
2014-06-04,950.0,0.0,135.0,39747,66.953,2014,6,4,2014-06-01,12827.5,10.590289645536233
2014-06-05,692.0,0.0,81.0,27165,44.714,2014,6,5,2014-06-01,8910.4,10.209684658985623
2014-06-06,1668.0,0.0,128.0,41291,72.887,2014,6,6,2014-06-01,19796.6,10.628399837526073
2014-06-07,2888.0,0.0,165.0,34417,74.54899999999998,2014,6,7,2014-06-01,32860.6,10.446305907338292
2014-06-08,2704.0,0.0,117.0,33432,73.196,2014,6,8,2014-06-01,29829.8,10.417268804127751
2014-06-09,394.0,0.0,43.0,20545,32.251999999999995,2014,6,9,2014-06-01,4995.299999999999,9.93037288131751
2014-06-10,783.0,0.0,117.0,36959,59.916,2014,6,10,2014-06-01,10715.849999999999,10.517564469112537
2014-06-11,691.0,0.0,105.0,33809,55.19300000000001,2014,6,11,2014-06-01,9500.45,10.42848231821631
2014-06-12,644.0,0.0,78.0,32186,49.272,2014,6,12,2014-06-01,8357.8,10.37928685437844
2014-06-13,565.0,0.0,40.0,20236,31.146,2014,6,13,2014-06-01,6621.75,9.915218475411827
2014-06-14,2442.0,0.0,129.0,31432,63.83,2014,6,14,2014-06-01,27522.899999999998,10.355581761238296
2014-06-15,2397.0,0.0,136.0,31029,65.14,2014,6,15,2014-06-01,27250.149999999998,10.342677530045913
2014-06-16,1080.0,0.0,153.0,38568,66.964,2014,6,16,2014-06-01,14571.0,10.560178196085458
2014-06-17,978.0,0.0,124.0,38963,66.789,2014,6,17,2014-06-01,12831.099999999999,10.570367756845354
2014-06-18,905.0,0.0,139.0,38984,64.305,2014,6,18,2014-06-01,12479.75,10.570906584523343
2014-06-19,812.0,0.0,92.0,35327,58.66,2014,6,19,2014-06-01,10379.4,10.47240282307672
2014-06-20,1439.0,0.0,117.0,38827,78.661,2014,6,20,2014-06-01,17243.05,10.566871159890386
2014-06-21,2951.0,0.0,149.0,33325,69.714,2014,6,21,2014-06-01,33087.45,10.41406314504691
2014-06-22,2532.0,0.0,107.0,32300,65.036,2014,6,22,2014-06-01,27868.399999999998,10.382822509210747
2014-06-23,1024.0,0.0,167.0,36342,61.529,2014,6,23,2014-06-01,14363.8,10.500729376209001
2014-06-24,939.0,0.0,136.0,39886,66.604,2014,6,24,2014-06-01,12743.05,10.593780664113167
2014-06-25,868.0,0.0,137.0,38035,60.76300000000001,2014,6,25,2014-06-01,12061.599999999999,10.546262067431401
2014-06-26,1051.0,0.0,109.0,38610,63.768,2014,6,26,2014-06-01,13182.449999999999,10.561266589258283
2014-06-27,1573.0,0.0,147.0,39697,70.902,2014,6,27,2014-06-01,19326.35,10.58903089706934
2014-06-28,2679.0,0.0,125.0,31684,65.075,2014,6,28,2014-06-01,29781.05,10.36356710058417
2014-06-29,2450.0,0.0,125.0,30784,64.706,2014,6,29,2014-06-01,27502.5,10.334750353465433
2014-06-30,1044.0,0.0,120.0,36854,61.917,2014,6,30,2014-06-01,13387.8,10.514719439894806
2014-07-01,955.0,0.0,120.0,37970,61.17,2014,7,1,2014-07-01,12502.25,10.544551653225849
2014-07-02,688.0,0.0,92.0,28765,44.192,2014,7,2,2014-07-01,9145.599999999999,10.266914649297394
2014-07-03,819.0,0.0,88.0,30078,48.573,2014,7,3,2014-07-01,10349.05,10.311549286491559
2014-07-04,1196.0,0.0,77.0,14850,27.905,2014,7,4,2014-07-01,13825.199999999999,9.605755144230846
2014-07-05,2566.0,0.0,127.0,25116,55.725,2014,7,5,2014-07-01,28706.699999999997,10.131260372234
2014-07-06,2392.0,0.0,111.0,26615,65.358,2014,7,6,2014-07-01,26575.399999999998,10.189230245606858
2014-07-07,905.0,0.0,160.0,35075,59.834,2014,7,7,2014-07-01,13004.75,10.465243904970661
2014-07-08,740.0,0.0,120.0,35734,57.828,2014,7,8,2014-07-01,10363.0,10.483857895493113
2014-07-09,879.0,0.0,127.0,37588,60.912,2014,7,9,2014-07-01,11921.05,10.534440129502956
2014-07-10,1052.0,0.0,115.0,39779,66.23899999999999,2014,7,10,2014-07-01,13342.4,10.59109441383156
2014-07-11,1339.0,0.0,93.0,38416,65.516,2014,7,11,2014-07-01,15648.05,10.556229318461034
2014-07-12,2697.0,0.0,115.0,31413,63.664,2014,7,12,2014-07-01,29710.149999999998,10.354977098955573
2014-07-13,1713.0,0.0,91.0,27089,50.105,2014,7,13,2014-07-01,19319.35,10.2068830204074
2014-07-14,637.0,0.0,93.0,28173,43.222,2014,7,14,2014-07-01,8663.15,10.246119351472723
2014-07-15,410.0,0.0,58.0,24993,37.092,2014,7,15,2014-07-01,5529.5,10.12635106464302
2014-07-16,959.0,0.0,116.0,38610,63.61600000000001,2014,7,16,2014-07-01,12442.05,10.561266589258283
2014-07-17,1114.0,0.0,110.0,41996,70.061,2014,7,17,2014-07-01,13834.3,10.645329654634832
2014-07-18,1502.0,0.0,148.0,39526,69.416,2014,7,18,2014-07-01,18644.9,10.58471396220038
2014-07-19,2796.0,0.0,130.0,31943,64.395,2014,7,19,2014-07-01,31070.199999999997,10.371708343469681
2014-07-20,2767.0,0.0,146.0,33156,68.542,2014,7,20,2014-07-01,31181.649999999998,10.408978974711417
2014-07-21,1162.0,0.0,129.0,38963,64.824,2014,7,21,2014-07-01,14786.9,10.570367756845354
2014-07-22,992.0,0.0,127.0,40450,67.081,2014,7,22,2014-07-01,13045.4,10.607821922486638
2014-07-23,816.0,0.0,126.0,37508,59.956,2014,7,23,2014-07-01,11269.2,10.532309522539515
2014-07-24,1064.0,0.0,109.0,40419,67.584,2014,7,24,2014-07-01,13311.8,10.607055250423958
2014-07-25,1457.0,0.0,105.0,39768,68.652,2014,7,25,2014-07-01,17122.15,10.590817847774508
2014-07-26,2428.0,0.0,92.0,29882,59.645,2014,7,26,2014-07-01,26458.6,10.30501157141103
2014-07-27,2108.0,0.0,115.0,29669,58.19300000000001,2014,7,27,2014-07-01,23849.6,10.297858008638679
2014-07-28,877.0,0.0,150.0,36360,59.567,2014,7,28,2014-07-01,12476.15,10.501224548291415
2014-07-29,1089.0,0.0,128.0,41198,68.064,2014,7,29,2014-07-01,14035.55,10.626144990470014
2014-07-30,1116.0,0.0,99.0,41207,68.127,2014,7,30,2014-07-01,13579.199999999999,10.626363423818374
2014-07-31,1065.0,0.0,113.0,39282,65.414,2014,7,31,2014-07-01,13421.75,10.578521677669146
2014-08-01,1192.0,0.0,93.0,35829,59.202,2014,8,1,2014-08-01,14185.4,10.486512900336537
2014-08-02,2540.0,0.0,127.0,30013,60.544,2014,8,2,2014-08-01,28448.0,10.309385900115851
2014-08-03,2146.0,0.0,96.0,27854,55.867,2014,8,3,2014-08-01,23752.699999999997,10.234731861613037
2014-08-04,1097.0,0.0,165.0,37408,63.737,2014,8,4,2014-08-01,15040.15,10.529639864271795
2014-08-05,1059.0,0.0,119.0,38168,63.957,2014,8,5,2014-08-01,13512.05,10.549752747195942
2014-08-06,1067.0,0.0,144.0,39942,66.342,2014,8,6,2014-08-01,14216.65,10.59518368082876
2014-08-07,1083.0,0.0,129.0,39933,67.398,2014,8,7,2014-08-01,14000.849999999999,10.594958328715128
2014-08-08,1342.0,0.0,111.0,37367,64.33,2014,8,8,2014-08-01,16127.9,10.528543240958955
2014-08-09,3814.0,0.0,151.0,35701,81.003,2014,8,9,2014-08-01,41724.299999999996,10.482933978579906
2014-08-10,2303.0,0.0,131.0,29339,61.287,2014,8,10,2014-08-01,26189.85,10.28667296795321
2014-08-11,1167.0,0.0,132.0,36837,61.708,2014,8,11,2014-08-01,14911.65,10.514258053828623
2014-08-12,526.0,0.0,90.0,28591,41.88,2014,8,12,2014-08-01,7483.7,10.260847261969445
2014-08-13,661.0,0.0,98.0,30698,49.367,2014,8,13,2014-08-01,9026.95,10.331952784873353
2014-08-14,1069.0,0.0,128.0,38863,67.92399999999999,2014,8,14,2014-08-01,13836.55,10.567797920157515
2014-08-15,1198.0,0.0,117.0,35524,60015.0,2014,8,15,2014-08-01,14845.099999999999,10.477963803378394
2014-08-16,4217.0,0.0,155.0,36127,83272.0,2014,8,16,2014-08-01,45834.149999999994,10.49479578720404
2014-08-17,2344.0,0.0,121.0,30223,61390.0,2014,8,17,2014-08-01,26347.8,10.316358502904885
2014-08-18,1156.0,0.0,157.0,37851,64873.0,2014,8,18,2014-08-01,15427.199999999999,10.54141267859585
2014-08-19,965.0,0.0,140.0,38912,65883.0,2014,8,19,2014-08-01,13101.75,10.56905796532584
2014-08-20,1057.0,0.0,110.0,39090,66900.0,2014,8,20,2014-08-01,13267.15,10.573621958787001
2014-08-21,960.0,0.0,107.0,36917,62373.0,2014,8,21,2014-08-01,12227.0,10.51642742854388
2014-08-22,863.0,0.0,81.0,33147,54765.0,2014,8,22,2014-08-01,10611.849999999999,10.408707493781284
2014-08-23,2254.0,0.0,98.0,28956,57270.0,2014,8,23,2014-08-01,24877.3,10.273532715413031
2014-08-24,2528.0,0.0,125.0,30422,65005.0,2014,8,24,2014-08-01,28278.6,10.322921309871688
2014-08-25,1007.0,0.0,146.0,36244,60866.0,2014,8,25,2014-08-01,13669.65,10.498029129341951
2014-08-26,937.0,0.0,124.0,37937,62487.0,2014,8,26,2014-08-01,12423.15,10.54368216814334
2014-08-27,829.0,0.0,83.0,36900,61488.0,2014,8,27,2014-08-01,10323.55,10.515966830028619
2014-08-28,982.0,0.0,83.0,37055,62402.0,2014,8,28,2014-08-01,11845.9,10.520158574385459
2014-08-29,1329.0,0.0,109.0,34292,59371.0,2014,8,29,2014-08-01,15948.55,10.442667369798647
2014-08-30,2442.0,0.0,99.0,25239,52782.0,2014,8,30,2014-08-01,26772.899999999998,10.136145696218923
2014-08-31,1952.0,0.0,89.0,20097,41594.0,2014,8,31,2014-08-01,21647.399999999998,9.908325829176377
2014-09-01,2083.0,0.0,105.0,26055,51270.0,2014,9,1,2014-09-01,23350.85,10.167964967343314
2014-09-02,693.0,0.0,121.0,34005,53842.0,2014,9,2,2014-09-01,9920.349999999999,10.43426285160974
2014-09-03,789.0,0.0,148.0,38998,62736.0,2014,9,3,2014-09-01,11550.55,10.571265641745532
2014-09-04,816.0,0.0,125.0,40022,64563.0,2014,9,4,2014-09-01,11244.2,10.597184581901509
2014-09-05,1111.0,0.0,121.0,38325,64421.0,2014,9,5,2014-09-01,14079.449999999999,10.553857703740015
2014-09-06,1674.0,0.0,105.0,28290,51519.0,2014,9,6,2014-09-01,19281.3,10.250263664295613
2014-09-07,2222.0,0.0,115.0,32524,65394.0,2014,9,7,2014-09-01,24983.899999999998,10.389733557327729
2014-09-08,818.0,0.0,118.0,38091,60610.0,2014,9,8,2014-09-01,11089.099999999999,10.5477333127379
2014-09-09,620.0,0.0,99.0,38101,59026.0,2014,9,9,2014-09-01,8644.0,10.547995807489514
2014-09-10,981.0,0.0,104.0,41634,69561.0,2014,9,10,2014-09-01,12360.949999999999,10.636672420127605
2014-09-11,844.0,0.0,90.0,40864,65798.0,2014,9,11,2014-09-01,10647.8,10.618004758832265
2014-09-12,1195.0,0.0,103.0,41341,75561.0,2014,9,12,2014-09-01,14465.25,10.629610022590025
2014-09-13,842.0,0.0,67.0,19110,31600.0,2014,9,13,2014-09-01,10052.9,9.857967037234319
2014-09-14,2290.0,0.0,117.0,31589,62963.0,2014,9,14,2014-09-01,25710.5,10.360564237707871
2014-09-15,858.0,0.0,118.0,39044,64983.0,2014,9,15,2014-09-01,11487.099999999999,10.572444494294857
2014-09-16,484.0,0.0,61.0,28285,43250.0,2014,9,16,2014-09-01,6340.799999999999,10.250086907777256
2014-09-17,916.0,0.0,121.0,41347,67758.0,2014,9,17,2014-09-01,12139.199999999999,10.62975514642929
2014-09-18,887.0,0.0,115.0,41145,67840.0,2014,9,18,2014-09-01,11700.65,10.624857692039813
2014-09-19,979.0,0.0,90.0,38162,62500.0,2014,9,19,2014-09-01,11991.05,10.549595535090287
2014-09-20,2464.0,0.0,122.0,32951,64838.0,2014,9,20,2014-09-01,27566.8,10.402776888483789
2014-09-21,1693.0,0.0,90.0,28530,54319.0,2014,9,21,2014-09-01,19095.35,10.258711444207545
2014-09-22,748.0,0.0,84.0,36624,59024.0,2014,9,22,2014-09-01,9542.599999999999,10.508459042192348
2014-09-23,841.0,0.0,106.0,40105,66590.0,2014,9,23,2014-09-01,11017.949999999999,10.599256293801025
2014-09-24,719.0,0.0,100.0,38976,62834.0,2014,9,24,2014-09-01,9654.05,10.57070135106957
2014-09-25,165.0,0.0,24.0,18282,26019.0,2014,9,25,2014-09-01,2241.75,9.813672248213765
2014-09-26,1297.0,0.0,118.0,38394,66227.0,2014,9,26,2014-09-01,15855.15,10.555656476367515
2014-09-27,2712.0,0.0,118.0,33322,69724.0,2014,9,27,2014-09-01,29934.399999999998,10.413973118489015
2014-09-28,2259.0,0.0,129.0,32080,64811.0,2014,9,28,2014-09-01,25702.05,10.37598806198045
2014-09-29,689.0,0.0,114.0,36896,59305.0,2014,9,29,2014-09-01,9705.55,10.515858423068785
2014-09-30,613.0,0.0,65.0,39061,59970.0,2014,9,30,2014-09-01,7724.349999999999,10.572879805741458
2014-10-01,330.0,0.0,48.0,31197,44612.0,2014,10,1,2014-10-01,4483.5,10.348077215328342
2014-10-02,602.0,0.0,86.0,38286,60639.0,2014,10,2,2014-10-01,8139.9,10.552839573096401
2014-10-03,1276.0,0.0,107.0,38956,65739.0,2014,10,3,2014-10-01,15371.199999999999,10.57018808308109
2014-10-04,617.0,0.0,26.0,15088,24254.0,2014,10,4,2014-10-01,6789.15,9.621655004873238
2014-10-05,1470.0,0.0,90.0,26247,48930.0,2014,10,5,2014-10-01,16876.5,10.175306975774374
2014-10-06,710.0,0.0,99.0,35651,56380.0,2014,10,6,2014-10-01,9539.5,10.481532475939918
2014-10-07,593.0,0.0,81.0,36931,58740.0,2014,10,7,2014-10-01,7925.349999999999,10.516806585736159
2014-10-08,667.0,0.0,86.0,37870,60594.0,2014,10,8,2014-10-01,8786.65,10.54191452089584
2014-10-09,709.0,0.0,71.0,36427,57865.0,2014,10,9,2014-10-01,8829.55,10.50306553689991
2014-10-10,905.0,0.0,78.0,34690,54690.0,2014,10,10,2014-10-01,10954.75,10.454206739963796
2014-10-11,528.0,0.0,34.0,14805,23278.0,2014,10,11,2014-10-01,6103.599999999999,9.602720240535692
2014-10-12,2083.0,0.0,80.0,26259,52781.0,2014,10,12,2014-10-01,22725.85,10.175764066400548
2014-10-13,749.0,0.0,60.0,25616,40275.0,2014,10,13,2014-10-01,8952.55,10.150972435236495
2014-10-14,869.0,0.0,101.0,36529,61691.0,2014,10,14,2014-10-01,11171.55,10.505861744654162
2014-10-15,506.0,0.0,82.0,31784,49319.0,2014,10,15,2014-10-01,7084.7,10.366718297494435
2014-10-16,499.0,0.0,61.0,29845,47808.0,2014,10,16,2014-10-01,6490.049999999999,10.30377260060275
2014-10-17,1180.0,0.0,105.0,37759,64389.0,2014,10,17,2014-10-01,14366.0,10.538979136857908
